08:00:25.726  异常信息：由于连接方在一段时间后没有正确答复或连接的主机没有反应，连接尝试失败。 192.168.1.188:80
08:36:11.682 @PMD008 2018/8/2 0:00:00
08:36:11.683 @PMD009 
08:36:11.684 @PMD011 2018/8/6 8:36:10
08:36:11.685 @PMD012 系统管理员
08:36:11.685 @idx 3320
08:36:11.688 @PRS001 1824-1
08:36:11.689 @PRS002 61-1.004.01.023
08:36:11.690 @PRS009 2018/8/2 0:00:00
08:36:11.692 @PRS001 1824-1
08:36:11.693 @PRS002 61-1.005.10.008-1
08:36:11.695 @PRS009 2018/8/2 0:00:00
08:36:11.697 @PRS001 联系单18.7.25
08:36:11.698 @PRS002 2018.07.25.010
08:36:11.699 @PRS009 2018/8/2 0:00:00
08:36:11.701 @PRS001 1823-4
08:36:11.702 @PRS002 51-1.002.02.001
08:36:11.703 @PRS009 2018/8/2 0:00:00
08:36:11.705 @PMD001 20180803001
08:36:11.706 @PMD002 
08:36:11.707 @PMD003 1824-1
08:36:11.708 @PMD004 61-1.008.02.001-2
08:36:11.708 @PMD005 1603梳妆镜
08:36:11.709 @PMD006 800*500*35
08:36:11.710 @PMD007 30
08:36:11.711 @PMD008 2018/8/2 0:00:00
08:36:11.712 @PMD009 
08:36:11.713 @PMD011 2018/8/6 8:36:10
08:36:11.714 @PMD012 系统管理员
08:36:11.715 @idx 3324
08:36:11.718 @PMD001 20180803001
08:36:11.719 @PMD002 
08:36:11.720 @PMD003 1824-1
08:36:11.721 @PMD004 61-1.003.03.014
08:36:11.722 @PMD005 1622餐桌1.8米
08:36:11.723 @PMD006 1800*960*760
08:36:11.724 @PMD007 20
08:36:11.724 @PMD008 2018/8/2 0:00:00
08:36:11.725 @PMD009 
08:36:11.726 @PMD011 2018/8/6 8:36:10
08:36:11.727 @PMD012 系统管理员
08:36:11.728 @idx 3352
08:36:11.731 @PMD001 20180803001
08:36:11.732 @PMD002 
08:36:11.733 @PMD003 1823-4
08:36:11.734 @PMD004 51-1.006.03.006
08:36:11.735 @PMD005 2号休闲茶几
08:36:11.735 @PMD006 400*680*600
08:36:11.736 @PMD007 30
08:36:11.737 @PMD008 2018/8/2 0:00:00
08:36:11.738 @PMD009 
08:36:11.739 @PMD011 2018/8/6 8:36:10
08:36:11.740 @PMD012 系统管理员
08:36:11.741 @idx 3305
08:36:11.744 @PRS001 1824-1
08:36:11.745 @PRS002 61-1.003.03.014
08:36:11.746 @PRS009 2018/8/2 0:00:00
08:36:11.748 @PMD001 20180803001
08:36:11.749 @PMD002 
08:36:11.750 @PMD003 1823-2
08:36:11.750 @PMD004 61-1.008.03.002
08:36:11.751 @PMD005 1603梳妆凳
08:36:11.752 @PMD006 410*450*670
08:36:11.753 @PMD007 100
08:36:11.754 @PMD008 2018/8/2 0:00:00
08:36:11.755 @PMD009 
08:36:11.756 @PMD011 2018/8/6 8:36:10
08:36:11.757 @PMD012 系统管理员
08:36:11.758 @idx 3334
08:36:11.761 @PMD001 20180803001
08:36:11.762 @PMD002 
08:36:11.763 @PMD003 1824-1
08:36:11.764 @PMD004 61-1.004.03.006
08:36:11.765 @PMD005 1609休闲椅
08:36:11.766 @PMD006 750*750*610
08:36:11.767 @PMD007 40
08:36:11.768 @PMD008 2018/8/2 0:00:00
08:36:11.769 @PMD009 
08:36:11.770 @PMD011 2018/8/6 8:36:10
08:36:11.771 @PMD012 系统管理员
08:36:11.771 @idx 3361
08:36:11.775 @PRS001 1823-2
08:36:11.776 @PRS002 61-1.005.04.004
08:36:11.777 @PRS009 2018/8/2 0:00:00
08:36:11.779 @PRS001 1824-1
08:36:11.780 @PRS002 61-1.005.10.007-1
08:36:11.781 @PRS009 2018/8/2 0:00:00
08:36:11.783 @PMD001 20180803001
08:36:11.784 @PMD002 
08:36:11.785 @PMD003 1824-1
08:36:11.786 @PMD004 61-1.007.02.001
08:36:11.787 @PMD005 1603花架小
08:36:11.788 @PMD006 475*475*860
08:36:11.789 @PMD007 40
08:36:11.790 @PMD008 2018/8/2 0:00:00
08:36:11.791 @PMD009 
08:36:11.792 @PMD011 2018/8/6 8:36:10
08:36:11.793 @PMD012 系统管理员
08:36:11.793 @idx 3326
08:36:11.796 @PRS001 1823-4
08:36:11.798 @PRS002 51-1.006.02.005-1
08:36:11.799 @PRS009 2018/8/2 0:00:00
08:36:11.800 @PMC001 20180803001
08:36:11.802 @PMC002 2018/8/6 8:36:10
08:36:11.803 @PMC003 2018/8/2 0:00:00
08:36:11.803 @PMC004 2018/8/2 0:00:00
08:36:11.804 @PMC005 2018/8/8 0:00:00
08:36:11.805 @PMC006 系统管理员
08:36:11.808 @PRS001 1823-2
08:36:11.810 @PRS002 61-1.004.01.002
08:36:11.811 @PRS009 2018/8/2 0:00:00
08:36:11.812 @PRS001 1824-1
08:36:11.813 @PRS002 61-1.007.02.003
08:36:11.814 @PRS009 2018/8/2 0:00:00
08:36:11.816 @PMD001 20180803001
08:36:11.817 @PMD002 
08:36:11.818 @PMD003 1823-4
08:36:11.819 @PMD004 51-1.003.03.011
08:36:11.820 @PMD005 21号餐桌1.8米
08:36:11.821 @PMD006 1800*980*760
08:36:11.822 @PMD007 10
08:36:11.823 @PMD008 2018/8/2 0:00:00
08:36:11.825 @PMD009 
08:36:11.825 @PMD011 2018/8/6 8:36:10
08:36:11.826 @PMD012 系统管理员
08:36:11.827 @idx 3309
08:36:11.830 @PRS001 1823-4
08:36:11.831 @PRS002 51-1.002.02.003
08:36:11.832 @PRS009 2018/8/2 0:00:00
08:36:11.834 @PRS001 1824-1
08:36:11.835 @PRS002 61-1.006.03.003
08:36:11.836 @PRS009 2018/8/2 0:00:00
08:36:11.839 @PRS001 1823-4
08:36:11.840 @PRS002 51-1.004.02.003
08:36:11.841 @PRS009 2018/8/2 0:00:00
08:36:11.842 @PRS001 联系单2018.7.29
08:36:11.844 @PRS002 2018.07.29.002
08:36:11.844 @PRS009 2018/8/2 0:00:00
08:36:11.846 @PMD001 20180803001
08:36:11.847 @PMD002 20180727001
08:36:11.848 @PMD003 1823-2
08:36:11.849 @PMD004 61-1.007.02.002
08:36:11.850 @PMD005 1603花架大
08:36:11.851 @PMD006 475*475*960
08:36:11.852 @PMD007 20
08:36:11.853 @PMD008 2018/7/26 0:00:00
08:36:11.854 @PMD009 
08:36:11.855 @PMD011 2018/8/6 8:36:10
08:36:11.856 @PMD012 系统管理员
08:36:11.856 @idx 3295
08:36:11.859 @PMD001 20180803001
08:36:11.860 @PMD002 
08:36:11.861 @PMD003 1823-4
08:36:11.862 @PMD004 51-1.002.02.001
08:36:11.863 @PMD005 12号四门衣柜
08:36:11.864 @PMD006 1900*595*2220
08:36:11.865 @PMD007 10
08:36:11.866 @PMD008 2018/8/2 0:00:00
08:36:11.867 @PMD009 
08:36:11.867 @PMD011 2018/8/6 8:36:10
08:36:11.868 @PMD012 系统管理员
08:36:11.869 @idx 3301
08:36:11.872 @PMD001 20180803001
08:36:11.873 @PMD002 20180727001
08:36:11.874 @PMD003 1823-2
08:36:11.875 @PMD004 61-1.003.03.003
08:36:11.876 @PMD005 1603餐桌1.6米
08:36:11.878 @PMD006 1600*880*760
08:36:11.879 @PMD007 70
08:36:11.880 @PMD008 2018/7/26 0:00:00
08:36:11.881 @PMD009 
08:36:11.882 @PMD011 2018/8/6 8:36:10
08:36:11.883 @PMD012 系统管理员
08:36:11.884 @idx 3304
08:36:11.887 @PMD001 20180803001
08:36:11.888 @PMD002 20180727001
08:36:11.889 @PMD003 1823-2
08:36:11.890 @PMD004 61-1.003.03.013
08:36:11.891 @PMD005 1622餐桌1.6米
08:36:11.892 @PMD006 1600*920*760
08:36:11.893 @PMD007 15
08:36:11.894 @PMD008 2018/7/26 0:00:00
08:36:11.895 @PMD009 
08:36:11.896 @PMD011 2018/8/6 8:36:10
08:36:11.898 @PMD012 系统管理员
08:36:11.899 @idx 3299
08:36:11.902 @PRS001 1824-1
08:36:11.903 @PRS002 61-1.011.01.001
08:36:11.905 @PRS009 2018/8/2 0:00:00
08:36:11.908 @PMD001 20180803001
08:36:11.909 @PMD002 
08:36:11.910 @PMD003 1823-2
08:36:11.911 @PMD004 61-1.005.04.001
08:36:11.912 @PMD005 1603-B单人沙发（无扶手）
08:36:11.914 @PMD006 
08:36:11.915 @PMD007 40
08:36:11.916 @PMD008 2018/8/2 0:00:00
08:36:11.917 @PMD009 
08:36:11.918 @PMD011 2018/8/6 8:36:10
08:36:11.919 @PMD012 系统管理员
08:36:11.920 @idx 3345
08:36:11.923 @PMD001 20180803001
08:36:11.924 @PMD002 
08:36:11.925 @PMD003 联系单18.7.25
08:36:11.926 @PMD004 2018.07.25.011
08:36:11.926 @PMD005 黑色木质隔断
08:36:11.927 @PMD006 2982*874*50
08:36:11.929 @PMD007 2
08:36:11.930 @PMD008 2018/8/2 0:00:00
08:36:11.930 @PMD009 
08:36:11.931 @PMD011 2018/8/6 8:36:10
08:36:11.932 @PMD012 系统管理员
08:36:11.933 @idx 3368
08:36:11.936 @PRS001 1824-1
08:36:11.937 @PRS002 61-1.006.03.012
08:36:11.938 @PRS009 2018/8/2 0:00:00
08:36:11.940 @PRS001 1823-2
08:36:11.941 @PRS002 61-1.005.04.001
08:36:11.942 @PRS009 2018/8/2 0:00:00
08:36:11.944 @PMD001 20180803001
08:36:11.945 @PMD002 
08:36:11.947 @PMD003 1824-1
08:36:11.947 @PMD004 61-1.002.09.004-1
08:36:11.948 @PMD005 1605低边厅柜（实木面）
08:36:11.949 @PMD006 1000*400*1460
08:36:11.950 @PMD007 10
08:36:11.951 @PMD008 2018/8/2 0:00:00
08:36:11.952 @PMD009 
08:36:11.952 @PMD011 2018/8/6 8:36:10
08:36:11.953 @PMD012 系统管理员
08:36:11.954 @idx 3328
08:36:11.960 @PRS001 1824-1
08:36:11.961 @PRS002 61-1.001.02.007
08:36:11.962 @PRS009 2018/8/2 0:00:00
08:36:11.965 @PMD001 20180803001
08:36:11.966 @PMD002 
08:36:11.967 @PMD003 联系单2018.7.16
08:36:11.968 @PMD004 2018.07.16.002
08:36:11.969 @PMD005 蓝色港湾梳妆镜
08:36:11.970 @PMD006 
08:36:11.971 @PMD007 1
08:36:11.972 @PMD008 2018/8/2 0:00:00
08:36:11.973 @PMD009 7月23日完工
08:36:11.974 @PMD011 2018/8/6 8:36:10
08:36:11.974 @PMD012 系统管理员
08:36:11.975 @idx 3376
08:36:11.978 @PRS001 1826-1
08:36:11.979 @PRS002 61-1.005.08.002-4
08:36:11.980 @PRS009 2018/8/2 0:00:00
08:36:11.982 @PRS001 1823-4
08:36:11.983 @PRS002 51-1.006.04.001
08:36:11.984 @PRS009 2018/8/2 0:00:00
08:36:11.986 @PMD001 20180803001
08:36:11.988 @PMD002 
08:36:11.988 @PMD003 1826-1
08:36:11.989 @PMD004 61-1.005.08.001-1
08:36:11.990 @PMD005 1607-B单人沙发框架
08:36:11.991 @PMD006 920*1000*240
08:36:11.992 @PMD007 20
08:36:11.993 @PMD008 2018/8/2 0:00:00
08:36:11.994 @PMD009 
08:36:11.995 @PMD011 2018/8/6 8:36:10
08:36:11.996 @PMD012 系统管理员
08:36:11.997 @idx 3359
08:36:11.999 @PMD001 20180803001
08:36:12.001 @PMD002 
08:36:12.001 @PMD003 1823-4
08:36:12.002 @PMD004 51-1.006.01.001
08:36:12.003 @PMD005 3号方茶几
08:36:12.004 @PMD006 800*800*560
08:36:12.005 @PMD007 40
08:36:12.006 @PMD008 2018/8/2 0:00:00
08:36:12.008 @PMD009 
08:36:12.009 @PMD011 2018/8/6 8:36:10
08:36:12.009 @PMD012 系统管理员
08:36:12.010 @idx 3300
08:36:12.013 @PMD001 20180803001
08:36:12.014 @PMD002 
08:36:12.015 @PMD003 联系单18.7.31
08:36:12.016 @PMD004 2018.07.31.007
08:36:12.017 @PMD005 成都店悦木硬包11-13立面
08:36:12.018 @PMD006 
08:36:12.019 @PMD007 1
08:36:12.020 @PMD008 2018/8/2 0:00:00
08:36:12.021 @PMD009 8月7号前完工
08:36:12.021 @PMD011 2018/8/6 8:36:10
08:36:12.022 @PMD012 系统管理员
08:36:12.023 @idx 3372
08:36:12.028 @PMD001 20180803001
08:36:12.029 @PMD002 
08:36:12.030 @PMD003 1823-4
08:36:12.031 @PMD004 51-1.006.04.001
08:36:12.032 @PMD005 11号床边几大
08:36:12.033 @PMD006 520*420*700
08:36:12.034 @PMD007 15
08:36:12.035 @PMD008 2018/8/2 0:00:00
08:36:12.036 @PMD009 
08:36:12.037 @PMD011 2018/8/6 8:36:10
08:36:12.037 @PMD012 系统管理员
08:36:12.038 @idx 3293
08:36:12.041 @PRS001 1824-1
08:36:12.042 @PRS002 61-1.007.03.001
08:36:12.043 @PRS009 2018/8/2 0:00:00
08:36:12.045 @PRS001 联系单2018.7.20
08:36:12.046 @PRS002 2018.07.20.002
08:36:12.047 @PRS009 2018/8/2 0:00:00
08:36:12.049 @PRS001 1824-1
08:36:12.051 @PRS002 61-1.005.10.010
08:36:12.052 @PRS009 2018/8/2 0:00:00
08:36:12.054 @PMD001 20180803001
08:36:12.055 @PMD002 
08:36:12.056 @PMD003 1823-2
08:36:12.057 @PMD004 61-1.005.04.006
08:36:12.057 @PMD005 1603-B贵妃沙发（右）
08:36:12.058 @PMD006 
08:36:12.059 @PMD007 20
08:36:12.060 @PMD008 2018/8/2 0:00:00
08:36:12.061 @PMD009 
08:36:12.062 @PMD011 2018/8/6 8:36:10
08:36:12.063 @PMD012 系统管理员
08:36:12.064 @idx 3327
08:36:12.067 @PRS001 1824-1
08:36:12.068 @PRS002 61-1.001.02.002-1
08:36:12.069 @PRS009 2018/8/2 0:00:00
08:36:12.071 @PMD001 20180803001
08:36:12.072 @PMD002 
08:36:12.073 @PMD003 1823-4
08:36:12.074 @PMD004 51-1.004.02.003
08:36:12.075 @PMD005 50号书写椅
08:36:12.076 @PMD006 620*640*915
08:36:12.076 @PMD007 30
08:36:12.077 @PMD008 2018/8/2 0:00:00
08:36:12.078 @PMD009 
08:36:12.079 @PMD011 2018/8/6 8:36:10
08:36:12.080 @PMD012 系统管理员
08:36:12.081 @idx 3312
08:36:12.084 @PRS001 联系单18.7.25
08:36:12.085 @PRS002 2018.07.18.004
08:36:12.086 @PRS009 2018/8/2 0:00:00
08:36:12.088 @PMD001 20180803001
08:36:12.089 @PMD002 
08:36:12.090 @PMD003 1824-1
08:36:12.092 @PMD004 61-1.002.12.001
08:36:12.092 @PMD005 1605鞋柜
08:36:12.093 @PMD006 900*420*1180
08:36:12.094 @PMD007 20
08:36:12.095 @PMD008 2018/8/2 0:00:00
08:36:12.096 @PMD009 
08:36:12.097 @PMD011 2018/8/6 8:36:10
08:36:12.098 @PMD012 系统管理员
08:36:12.099 @idx 3342
08:36:12.102 @PRS001 1823-4
08:36:12.103 @PRS002 51-1.003.03.011
08:36:12.104 @PRS009 2018/8/2 0:00:00
08:36:12.105 @PMD001 20180803001
08:36:12.107 @PMD002 
08:36:12.108 @PMD003 1826-1
08:36:12.108 @PMD004 61-1.005.08.002-4
08:36:12.109 @PMD005 1607-B双人沙发框架
08:36:12.110 @PMD006 
08:36:12.111 @PMD007 16
08:36:12.112 @PMD008 2018/8/2 0:00:00
08:36:12.113 @PMD009 
08:36:12.114 @PMD011 2018/8/6 8:36:10
08:36:12.115 @PMD012 系统管理员
08:36:12.116 @idx 3315
08:36:12.119 @PRS001 1824-1
08:36:12.120 @PRS002 61-1.004.01.020
08:36:12.121 @PRS009 2018/8/2 0:00:00
08:36:12.122 @PMD001 20180803001
08:36:12.124 @PMD002 
08:36:12.125 @PMD003 1823-4
08:36:12.125 @PMD004 51-1.001.02.002
08:36:12.126 @PMD005 2号床靠1.5米-B
08:36:12.127 @PMD006 1630*145*1060
08:36:12.128 @PMD007 40
08:36:12.129 @PMD008 2018/8/2 0:00:00
08:36:12.130 @PMD009 
08:36:12.131 @PMD011 2018/8/6 8:36:10
08:36:12.132 @PMD012 系统管理员
08:36:12.133 @idx 3311
08:36:12.136 @PRS001 1824-1
08:36:12.137 @PRS002 61-1.002.03.001
08:36:12.138 @PRS009 2018/8/2 0:00:00
08:36:12.140 @PMD001 20180803001
08:36:12.141 @PMD002 
08:36:12.142 @PMD003 联系单18.7.31
08:36:12.142 @PMD004 2018.07.31.006
08:36:12.144 @PMD005 成都店黑胡桃飘窗台面
08:36:12.145 @PMD006 2270*430*30
08:36:12.145 @PMD007 1
08:36:12.146 @PMD008 2018/8/2 0:00:00
08:36:12.147 @PMD009 8月7号前完工
08:36:12.148 @PMD011 2018/8/6 8:36:10
08:36:12.149 @PMD012 系统管理员
08:36:12.150 @idx 3362
08:36:12.153 @PRS001 1824-1
08:36:12.154 @PRS002 61-1.006.03.013
08:36:12.155 @PRS009 2018/8/2 0:00:00
08:36:12.157 @PMD001 20180803001
08:36:12.158 @PMD002 
08:36:12.159 @PMD003 1824-1
08:36:12.159 @PMD004 61-1.004.01.023
08:36:12.160 @PMD005 1622长条凳1.8米
08:36:12.161 @PMD006 1800*360*420
08:36:12.162 @PMD007 20
08:36:12.163 @PMD008 2018/8/2 0:00:00
08:36:12.164 @PMD009 
08:36:12.165 @PMD011 2018/8/6 8:36:10
08:36:12.166 @PMD012 系统管理员
08:36:12.167 @idx 3357
08:36:12.170 @PMD001 20180803001
08:36:12.171 @PMD002 
08:36:12.172 @PMD003 1824-1
08:36:12.173 @PMD004 61-1.007.02.003
08:36:12.174 @PMD005 1605花架
08:36:12.175 @PMD006 410*385*950
08:36:12.176 @PMD007 30
08:36:12.177 @PMD008 2018/8/2 0:00:00
08:36:12.177 @PMD009 
08:36:12.178 @PMD011 2018/8/6 8:36:10
08:36:12.179 @PMD012 系统管理员
08:36:12.180 @idx 3347
08:36:12.183 @PRS001 1823-4
08:36:12.184 @PRS002 51-1.002.05.002
08:36:12.185 @PRS009 2018/8/2 0:00:00
08:36:12.187 @PMD001 20180803001
08:36:12.188 @PMD002 
08:36:12.189 @PMD003 联系单18.7.25
08:36:12.190 @PMD004 2018.07.25.009
08:36:12.190 @PMD005 手绘画实木屏风
08:36:12.191 @PMD006 2520*827*50
08:36:12.192 @PMD007 4
08:36:12.193 @PMD008 2018/8/2 0:00:00
08:36:12.194 @PMD009 
08:36:12.195 @PMD011 2018/8/6 8:36:10
08:36:12.196 @PMD012 系统管理员
08:36:12.197 @idx 3370
08:36:12.199 @PMD001 20180803001
08:36:12.200 @PMD002 
08:36:12.201 @PMD003 1823-2
08:36:12.202 @PMD004 61-1.004.02.001
08:36:12.203 @PMD005 1601书写椅
08:36:12.204 @PMD006 550*580*750
08:36:12.205 @PMD007 100
08:36:12.206 @PMD008 2018/8/2 0:00:00
08:36:12.207 @PMD009 
08:36:12.208 @PMD011 2018/8/6 8:36:10
08:36:12.209 @PMD012 系统管理员
08:36:12.209 @idx 3351
08:36:12.212 @PMD001 20180803001
08:36:12.213 @PMD002 
08:36:12.214 @PMD003 1823-2
08:36:12.215 @PMD004 61-1.006.04.002
08:36:12.217 @PMD005 1603床边几大
08:36:12.218 @PMD006 580*380*670
08:36:12.219 @PMD007 40
08:36:12.220 @PMD008 2018/8/2 0:00:00
08:36:12.221 @PMD009 
08:36:12.221 @PMD011 2018/8/6 8:36:10
08:36:12.222 @PMD012 系统管理员
08:36:12.224 @idx 3358
08:36:12.227 @PRS001 1824-1
08:36:12.228 @PRS002 61-1.008.01.004
08:36:12.229 @PRS009 2018/8/2 0:00:00
08:36:12.231 @PRS001 1823-2
08:36:12.232 @PRS002 61-1.006.04.002
08:36:12.233 @PRS009 2018/8/2 0:00:00
08:36:12.235 @PMD001 20180803001
08:36:12.236 @PMD002 
08:36:12.237 @PMD003 1824-1
08:36:12.238 @PMD004 61-1.001.02.007
08:36:12.239 @PMD005 1607床靠1.8米
08:36:12.240 @PMD006 2130*90*1140
08:36:12.241 @PMD007 40
08:36:12.242 @PMD008 2018/8/2 0:00:00
08:36:12.243 @PMD009 
08:36:12.244 @PMD011 2018/8/6 8:36:10
08:36:12.245 @PMD012 系统管理员
08:36:12.245 @idx 3317
08:36:12.248 @PMD001 20180803001
08:36:12.250 @PMD002 
08:36:12.251 @PMD003 1824-1
08:36:12.251 @PMD004 61-1.001.02.004
08:36:12.252 @PMD005 1601床靠1.8米
08:36:12.253 @PMD006 1930*150*1135
08:36:12.254 @PMD007 30
08:36:12.255 @PMD008 2018/8/2 0:00:00
08:36:12.256 @PMD009 
08:36:12.257 @PMD011 2018/8/6 8:36:10
08:36:12.258 @PMD012 系统管理员
08:36:12.259 @idx 3316
08:36:12.262 @PMD001 20180803001
08:36:12.264 @PMD002 20180727001
08:36:12.265 @PMD003 1822
08:36:12.266 @PMD004 62-1.004.01.005-1
08:36:12.267 @PMD005 1805-B餐椅
08:36:12.267 @PMD006 460*530*895
08:36:12.268 @PMD007 60
08:36:12.269 @PMD008 2018/7/26 0:00:00
08:36:12.270 @PMD009 
08:36:12.271 @PMD011 2018/8/6 8:36:10
08:36:12.272 @PMD012 系统管理员
08:36:12.273 @idx 3298
08:36:12.276 @PMD001 20180803001
08:36:12.277 @PMD002 
08:36:12.278 @PMD003 联系单2018.7.20
08:36:12.279 @PMD004 2018.07.20.002
08:36:12.280 @PMD005 1603三门衣柜小格板
08:36:12.281 @PMD006 
08:36:12.282 @PMD007 2
08:36:12.282 @PMD008 2018/8/2 0:00:00
08:36:12.284 @PMD009 北京8月5日交货
08:36:12.284 @PMD011 2018/8/6 8:36:10
08:36:12.285 @PMD012 系统管理员
08:36:12.286 @idx 3374
08:36:12.289 @PMD001 20180803001
08:36:12.290 @PMD002 
08:36:12.291 @PMD003 1824-1
08:36:12.292 @PMD004 61-1.002.09.003
08:36:12.293 @PMD005 1605厅地柜
08:36:12.294 @PMD006 2000*480*580
08:36:12.295 @PMD007 40
08:36:12.296 @PMD008 2018/8/2 0:00:00
08:36:12.297 @PMD009 玻璃格板少做1块，包装有配用
08:36:12.298 @PMD011 2018/8/6 8:36:10
08:36:12.298 @PMD012 系统管理员
08:36:12.299 @idx 3333
08:36:12.302 @PRS001 1823-2
08:36:12.303 @PRS002 61-1.005.04.003
08:36:12.304 @PRS009 2018/8/2 0:00:00
08:36:12.306 @PRS001 1824-1
08:36:12.307 @PRS002 61-1.007.01.000-1
08:36:12.308 @PRS009 2018/8/2 0:00:00
08:36:12.310 @PMD001 20180803001
08:36:12.311 @PMD002 
08:36:12.312 @PMD003 1823-2
08:36:12.312 @PMD004 61-1.005.04.005
08:36:12.313 @PMD005 1603-B贵妃沙发（左）
08:36:12.314 @PMD006 
08:36:12.315 @PMD007 20
08:36:12.316 @PMD008 2018/8/2 0:00:00
08:36:12.317 @PMD009 
08:36:12.318 @PMD011 2018/8/6 8:36:10
08:36:12.319 @PMD012 系统管理员
08:36:12.320 @idx 3350
08:36:12.323 @PRS001 联系单18.7.25
08:36:12.324 @PRS002 2018.07.25.009
08:36:12.325 @PRS009 2018/8/2 0:00:00
08:36:12.327 @PRS001 1823-4
08:36:12.328 @PRS002 51-1.001.03.001-3
08:36:12.329 @PRS009 2018/8/2 0:00:00
08:36:12.331 @PRS001 1823-4
08:36:12.333 @PRS002 51-1.001.02.002
08:36:12.333 @PRS009 2018/8/2 0:00:00
08:36:12.335 @PMD001 20180803001
08:36:12.336 @PMD002 
08:36:12.337 @PMD003 1823-4
08:36:12.339 @PMD004 51-1.002.05.002
08:36:12.339 @PMD005 23号电视柜1.6米
08:36:12.340 @PMD006 1600*415*520
08:36:12.342 @PMD007 20
08:36:12.343 @PMD008 2018/8/2 0:00:00
08:36:12.344 @PMD009 
08:36:12.345 @PMD011 2018/8/6 8:36:10
08:36:12.346 @PMD012 系统管理员
08:36:12.348 @idx 3307
08:36:12.351 @PMD001 20180803001
08:36:12.352 @PMD002 
08:36:12.353 @PMD003 1823-4
08:36:12.354 @PMD004 51-1.001.03.001-3
08:36:12.355 @PMD005 2号床架1.5米-B
08:36:12.356 @PMD006 1620*2060*450
08:36:12.357 @PMD007 30
08:36:12.357 @PMD008 2018/8/2 0:00:00
08:36:12.358 @PMD009 
08:36:12.359 @PMD011 2018/8/6 8:36:10
08:36:12.360 @PMD012 系统管理员
08:36:12.361 @idx 3303
08:36:12.364 @PRS001 1823-4
08:36:12.365 @PRS002 51-1.006.01.001
08:36:12.366 @PRS009 2018/8/2 0:00:00
08:36:12.368 @PMD001 20180803001
08:36:12.369 @PMD002 
08:36:12.370 @PMD003 1823-4
08:36:12.371 @PMD004 51-1.006.04.002
08:36:12.372 @PMD005 11号床边几小
08:36:12.373 @PMD006 500*420*620
08:36:12.373 @PMD007 20
08:36:12.374 @PMD008 2018/8/2 0:00:00
08:36:12.375 @PMD009 
08:36:12.376 @PMD011 2018/8/6 8:36:10
08:36:12.377 @PMD012 系统管理员
08:36:12.378 @idx 3296
08:36:12.385 @PMD001 20180803001
08:36:12.386 @PMD002 
08:36:12.388 @PMD003 联系单2018.7.28
08:36:12.389 @PMD004 2018.07.28.002
08:36:12.390 @PMD005 布艺组合硬包
08:36:12.391 @PMD006 7960*2930
08:36:12.392 @PMD007 1
08:36:12.393 @PMD008 2018/8/2 0:00:00
08:36:12.394 @PMD009 文山店
08:36:12.395 @PMD011 2018/8/6 8:36:10
08:36:12.397 @PMD012 系统管理员
08:36:12.398 @idx 3373
08:36:12.401 @PRS001 联系单18.7.31
08:36:12.402 @PRS002 2018.07.31.006
08:36:12.403 @PRS009 2018/8/2 0:00:00
08:36:12.406 @PMD001 20180803001
08:36:12.407 @PMD002 
08:36:12.408 @PMD003 联系单18.7.18
08:36:12.409 @PMD004 2018.07.18.001
08:36:12.410 @PMD005 蓝色港湾饰品架A
08:36:12.411 @PMD006 
08:36:12.412 @PMD007 1
08:36:12.413 @PMD008 2018/8/2 0:00:00
08:36:12.414 @PMD009 7月25前完工
08:36:12.415 @PMD011 2018/8/6 8:36:10
08:36:12.416 @PMD012 系统管理员
08:36:12.417 @idx 3375
08:36:12.420 @PMD001 20180803001
08:36:12.421 @PMD002 
08:36:12.423 @PMD003 联系单18.7.25
08:36:12.424 @PMD004 2018.07.25.015
08:36:12.425 @PMD005 黑胡桃层板架
08:36:12.426 @PMD006 
08:36:12.427 @PMD007 30
08:36:12.428 @PMD008 2018/8/2 0:00:00
08:36:12.429 @PMD009 
08:36:12.430 @PMD011 2018/8/6 8:36:10
08:36:12.431 @PMD012 系统管理员
08:36:12.431 @idx 3364
08:36:12.435 @PMD001 20180803001
08:36:12.436 @PMD002 
08:36:12.437 @PMD003 1823-2
08:36:12.438 @PMD004 61-1.006.02.023
08:36:12.439 @PMD005 1625长茶几
08:36:12.440 @PMD006 1380*800*450
08:36:12.441 @PMD007 40
08:36:12.442 @PMD008 2018/8/2 0:00:00
08:36:12.443 @PMD009 
08:36:12.444 @PMD011 2018/8/6 8:36:10
08:36:12.445 @PMD012 系统管理员
08:36:12.445 @idx 3313
08:36:12.448 @PMD001 20180803001
08:36:12.450 @PMD002 
08:36:12.451 @PMD003 1824-1
08:36:12.451 @PMD004 61-1.006.03.003
08:36:12.452 @PMD005 1603休闲茶几大
08:36:12.453 @PMD006 
08:36:12.454 @PMD007 20
08:36:12.455 @PMD008 2018/8/2 0:00:00
08:36:12.456 @PMD009 
08:36:12.457 @PMD011 2018/8/6 8:36:10
08:36:12.458 @PMD012 系统管理员
08:36:12.459 @idx 3349
08:36:12.462 @PRS001 1822
08:36:12.463 @PRS002 62-1.004.01.005-1
08:36:12.464 @PRS009 2018/7/26 0:00:00
08:36:12.466 @PMD001 20180803001
08:36:12.467 @PMD002 
08:36:12.468 @PMD003 联系单18.7.25
08:36:12.469 @PMD004 2018.07.25.010
08:36:12.469 @PMD005 黑色木质隔断
08:36:12.470 @PMD006 2803*2408*60
08:36:12.471 @PMD007 1
